status	class	action	path
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_004440.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_004745.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_005103.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_005724.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_010422.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_010917.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_012109.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_012729.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_013847.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_021139.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_021922.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_025758.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_032353.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_040816.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_075959.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ACTIVE_OBJECTIVE_COMPLETION_AUDIT_20260510_090511.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ADS_SOURCE_PACKET_LIVE_READONLY_PROOF_AGENT757_LAUNCH_20260511_113748.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ADS_SOURCE_PACKET_LIVE_READONLY_PROOF_AGENT758_LAUNCH_20260511_115725.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ADS_SOURCE_PACKET_LIVE_READONLY_PROOF_ORCHESTRATOR_HANDOFF_20260511_113319.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/ADS_SOURCE_PACKET_LIVE_READONLY_PROOF_PLAN_20260511_113319.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AFTER_CODECAPTAIN_AGENT750_DECISION_ROUTER_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AFTER_GREEN_AGENT750_LAUNCH_TEMPLATE_751_752_753_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT64_ORCHESTRATOR_REVIEW_20260507.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT68_ORCHESTRATOR_REVIEW_20260507.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT696_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT69ABC_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT69DE_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT70_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT729_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT72_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT731_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT732_733_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT734_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT735_ORCHESTRATOR_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT736_737_ORCHESTRATOR_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT738_ORCHESTRATOR_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT739_PACKET_FIX_ORCHESTRATOR_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT73_ORCHESTRATOR_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT740_ORCHESTRATOR_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT741_ORCHESTRATOR_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT750_GUARDRAIL_DELIVERY_UNIT_20260510_022334.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT750_ORCHESTRATOR_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT751_752_753_FALSE_RED_RECOVERY_20260510_155014.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT751_752_753_LAUNCH_CLOSEOUT_20260510_154230.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT751_752_753_RECOVERY_WAVE_CLOSEOUT_20260510_160159.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT753_RED_TRIAGE_CONTAINMENT_20260510_161856.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AGENT793_ORCHESTRATOR_REVIEW_ACCEPT_BOUNDARY_GREEN_20260513_193650.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_HANDOFF_20260513_192243.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_LAUNCH_20260513_193215.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_PLAN_20260513_192243.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AUTONOMOUS_PHASE0_4_COMPLETION_AUDIT_20260513_215544.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AUTONOMOUS_PHASE0_4_NEXT_SOURCE_TRUTH_WAVE_HANDOFF_20260513_213825.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/AUTONOMOUS_PHASE0_4_NEXT_SOURCE_TRUTH_WAVE_PLAN_20260513_213825.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/BOUNDARY_DRIFT_FORENSICS_AND_READONLY_HARDENING_20260513_140535.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/BOUNDARY_REANCHOR_APPROVAL_AGENT750_20260510_153410.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/BOUNDARY_REANCHOR_APPROVAL_REVIEW_ONLY_20260512_194357.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/BUSINESS_DECISION_SYSTEM_GOAL_SEQUENCE_DECISION_MEMO_20260510_203140.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/BUSINESS_DECISION_SYSTEM_SEQUENCE_CODECAPTAIN_YELLOW_AMENDMENT_20260510_220320.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CASH_RISK_DAILY_OPERATOR_ACCEPTANCE_PHASE_5_5_20260510_222529.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CASH_RISK_DAILY_OPERATOR_REVIEW_SURFACE_20260510_200936.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_ADS_SOURCE_CONTRACT_REVIEW_REQUEST_20260510_222529.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_ADS_SOURCE_CONTRACT_YELLOW_AMENDMENT_IMPLEMENTATION_20260510_225108.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_ADS_SOURCE_CONTRACT_YELLOW_AMENDMENT_REREVIEW_REQUEST_20260510_225108.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_ADS_SOURCE_PACKET_CONTENT_REREVIEW_REQUEST_20260510_231503.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_ADS_SOURCE_PACKET_CONTENT_YELLOW_AMENDMENT_IMPLEMENTATION_20260510_231503.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT64_INACTIVE_DRAFT_ACCEPTANCE_20260507.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT64_REVIEW_REQUEST_PROMPT_20260507.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT65_RED_PREFLIGHT_REVIEW_20260507.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT70_GREEN_TEMP_PROOF_REVIEW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT72G_GREEN_PREFLIGHT_ONLY_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT72_BROAD_REVIEW_YELLOW_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT734_GREEN_PREFLIGHT_REOPEN_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT734_REVIEW_REQUEST_PROMPT_20260508.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT738_GREEN_PREFLIGHT_OWNER_PACKET_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT738_PACKET_FIX_DECISION_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT739_PACKET_FIX_REVIEW_REQUEST_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT739_PACKET_WORDING_OK_REFRESH_BEFORE_OWNER_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT740_REFRESHED_PACKET_REVIEW_REQUEST_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT741_GREEN_TO_ASK_OWNER_AFTER_FINAL_LAUNCH_CONTEXT_PREP_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT741_REFRESHED_PACKET_REVIEW_REQUEST_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT750_VALIDATE_ONLY_PLAN_REVIEW_REQUEST_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT753_CONTAINMENT_ACCEPTANCE_20260510_180525.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT753_CONTAINMENT_BOUNDARY_REVIEW_REQUEST_20260510_165230.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_AGENT758_COPIED_TEMP_ADS_PROOF_REVIEW_REQUEST_20260511_123612.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_BUSINESS_DECISION_SYSTEM_SEQUENCE_REEVALUATION_REQUEST_20260510_203140.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_CASH_RISK_DAILY_VALIDATE_ONLY_PROOF_ACCEPTANCE_20260510_200159.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_CASH_RISK_DAILY_VALIDATE_ONLY_PROOF_REVIEW_REQUEST_20260510_180844.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_CURRENT_426_419_0_OWNER_REQUEST_PREP_20260514.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_DB_BOUNDARY_SUPPLEMENT_AGENT750_20260510_073730.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_DB_BOUNDARY_SUPPLEMENT_AGENT750_20260510_124512.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_OPTION_C_PREPROD_REVIEW_REQUEST_AFTER_AGENT742_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_POST_AGENT742_OPTION_C_PREPROD_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_PROSCOPE_FULL_REPO_STATE_ANALYSIS_REQUEST_20260511_114701.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CODECAPTAIN_WS4_DRAFTING_GATE_DECISION_20260507.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_AGENT750_STOPLINE.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_BOUNDARY_REANCHOR_FOR_AGENT799_20260513_212152.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_GATE_AUDIT_AGENT750_WAITING_CODECAPTAIN_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_OBJECTIVE_AUDIT_AGENT750_BLOCKED_20260510_042936.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_OBJECTIVE_AUDIT_AGENT750_BLOCKED_20260510_050437.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_OBJECTIVE_AUDIT_AGENT750_BLOCKED_20260510_072300.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_OBJECTIVE_AUDIT_AGENT750_BLOCKED_20260510_124512.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260509_230855.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_023636.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_034623.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_040816.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_115439.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_121803.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_124512.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_130609.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_130907.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CURRENT_STOPLINE_CHECKPOINT_AGENT750_WAITING_20260510_153929.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CodeCaptain_WS4_Conditional_ProScope_Context_Synthesis_20260507.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/CodeCaptain_WS4_Conditional_Review_Request_20260507.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/DAILY_SURVIVAL_BRIEF_V1_20260511_141731.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/DB_BOUNDARY_DRIFT_TRIAGE_20260510_072914.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/DB_BOUNDARY_DRIFT_TRIAGE_20260510_124512.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/FINAL_LAUNCH_CONTEXT_PREP_AGENT741_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/FIXED_EXECUTION_BOUNDARY_C3_WAVE_LAUNCH_20260512_132500.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/FIXED_EXECUTION_BOUNDARY_C3_WAVE_ORCHESTRATOR_HANDOFF_20260512_131702.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/FIXED_EXECUTION_BOUNDARY_C3_WAVE_PLAN_20260512_131702.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/FIXED_EXECUTION_BOUNDARY_C3_WAVE_RECHECK_20260512_154236.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/HUMAN_ACTION_REQUIRED_AGENT750_CODECAPTAIN_REVIEW_20260509.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/HUMAN_NEXT_ACTION_AGENT750_20260509_231716.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_LIVE_READONLY_CAPTURE_AGENT772_LAUNCH_20260511_171238.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_LIVE_READONLY_CAPTURE_AUTHORIZATION_20260511_170852.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_LIVE_READONLY_CAPTURE_ORCHESTRATOR_HANDOFF_20260511_170852.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_LIVE_READONLY_CAPTURE_PLAN_20260511_170852.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_MAPPING_REPAIR_PROOF_AGENT773_LAUNCH_20260511_195253.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_MAPPING_REPAIR_PROOF_AUTHORIZATION_20260511_195224.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_MAPPING_REPAIR_PROOF_ORCHESTRATOR_HANDOFF_20260511_195224.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_MAPPING_REPAIR_PROOF_PLAN_20260511_195224.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_OWNER_MAPPING_PRODUCTION_APPLY_CLOSEOUT_20260512_102321.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_OWNER_MAPPING_REPLAY_CLOSEOUT_20260512_100358.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_OWNER_SKU_MAPPING_DECISION_PACKET_20260511_211250.csv
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/STOREB_OWNER_SKU_MAPPING_DECISION_PACKET_20260511_211250.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/MVOS_FASTTRACK_AGENT759_LAUNCH_20260511_145109.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/MVOS_FASTTRACK_AGENT760_764_LAUNCH_20260511_142845.md
??	parallel_run_docs	commit_as_traceable_plan_surface	docs/parallel_runs/2026-05-06_codecaptain_proscope_red_recovery/MVOS_FASTTRACK_INTEGRATION_RECORD_20260511_141731.md
